tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove
44,2,0,KEEP,"Holding at 32 again — pasture at 91.4% and still declining. Both neighbors are holding too, which I appreciate. Let's all keep steady until we recover above 93%. Coordination is working; let's not bre",,91.4,32,65.488,64.0,62.508
44,0,0,KEEP,"Holding at 21 again. Pasture at 91.4% — still declining. We need it to stabilize above 90%. If it drops further next round, I'll consider removing a cow and encourage others to do the same. Collective",,91.4,21,43.488,42.0,40.508
45,2,0,KEEP,Holding at 32 again — pasture at 91.2% and still slowly declining. I agree we may need to each remove one cow next round if it doesn't stabilize. I'm committed to coordinating on removal with you both,,91.2,32,65.485,64.0,62.512
45,0,0,KEEP,Holding at 21 again. Pasture at 91.2% and still declining — Agent 1's suggestion of coordinated removal makes sense. I'm willing to remove one cow if you both do the same. My herd is already much smal,,91.2,21,43.485,42.0,40.512
45,1,0,KEEP,"Holding at 30 again — pasture at 91.2% and still slowly declining. Agent 0, your restraint at 21 is appreciated. Let's all keep steady; if pasture drops below 90% I'd support coordinated removal. Reco",,91.2,30,61.485,60.0,58.512
46,0,0,KEEP,"Holding at 21 again. Pasture at 91.1% and still declining. I agree we should coordinate removal if it drops below 90%. Agent 1 and Agent 2, you both hold much larger herds — if you each remove one cow",,91.1,21,43.483,42.0,40.513
46,1,-1,REMOVE,"Removing one cow this round as discussed — down to 29. Pasture at 91.1% and declining; we need collective action. Agent 2, please remove one too since you have the largest herd at 32. Agent 0, you're",,91.1,30,61.483,60.0,58.513
46,2,-1,REMOVE,"Removing one cow this round to match Agent 1's cooperative move and stabilize the pasture. We're at 91.1% and trending down — let's coordinate reductions now before we hit 90%. Agent 0, your restraint",,91.1,32,65.483,64.0,62.513
47,2,0,KEEP,"Holding at 31 this round after removing last round. Agent 1, good on you for removing — appreciated. Pasture at 91.3%, still declining slowly. Agent 0, your herd is well-managed. Let's all hold steady",,91.3,31,63.494,62.0,60.503
47,0,1,ADD,Agents 1 and 2 are reducing — I appreciate the cooperation. I'm adding one cow this round since my herd at 21 is significantly smaller than yours. Net effect on commons should still be positive with y,,91.3,21,43.494,42.0,40.503
47,1,0,KEEP,"Keeping at 29 this round after removing last round. Agent 2, thanks for matching the reduction — appreciated. Agent 0, you're at 21 which is already modest. The pasture is stabilizing slightly at 91.3",,91.3,29,59.494,58.0,56.503
48,0,1,ADD,Adding one cow to 23 — pasture still healthy at 91.3% and my herd remains well below yours. Appreciate you both holding steady. Let's keep monitoring together.,,91.3,22,45.49,44.0,42.506
48,2,0,KEEP,"Holding at 31 again. Agent 1, thanks for your continued cooperation. Agent 0, I understand your logic — your herd is smaller, so adding one is reasonable. Pasture is stable around 91%. I'll keep holdi",,91.3,31,63.49,62.0,60.506
48,1,1,ADD,"Adding one cow this round since Agent 0 is also adding and pasture is holding near 91%. Agent 2, thanks for holding steady. Let's monitor closely — if pasture drops below 90%, we should all commit to",,91.3,29,59.49,58.0,56.506
49,2,1,ADD,Adding one cow this round since both neighbours are adding and pasture remains healthy at 91%. I'd like to suggest we all agree to REMOVE if pasture drops below 89% — let's keep this sustainable toget,,91.0,31,63.478,62.0,60.518
49,0,1,ADD,"Adding to 24 — pasture still healthy at 91%. Agent 2, thanks for holding steady. Agent 1, let's both be mindful — if pasture dips below 90% we should both commit to holding or reducing. My herd is sti",,91.0,23,47.478,46.0,44.518
49,1,0,KEEP,"Keeping at 30 this round. Pasture is stable at 91% — let's all hold steady. Agent 0, appreciate you communicating your reasoning. Agent 2, thanks for holding firm.",,91.0,30,61.478,60.0,58.518
50,0,0,KEEP,Holding at 24 this round. Pasture is healthy but Agent 2 is now at 32 — I'd encourage restraint. I support Agent 2's proposal to remove if pasture drops below 89%. Let's all keep herds stable to prote,,90.4,24,49.462,48.0,46.535
50,2,0,KEEP,"Holding at 32 this round. Pasture at 90.4% — we're near the threshold Agent 0 flagged. Agent 1, thanks for holding steady. Agent 0, appreciate the commitment to reduce if we dip below 90%. Let's all h",,90.4,32,65.462,64.0,62.535
50,1,0,KEEP,"Holding at 30 this round. Both neighbors are adding, which increases pasture pressure — I'd rather hold steady to keep the commons stable. Pasture at 90.4% is still healthy but we shouldn't push it do",,90.4,30,61.462,60.0,58.535
51,0,0,KEEP,Holding at 24. Pasture just dipped to 90.1% — right at our threshold. Both of you holding is appreciated. Let's all maintain steady herds this round to let the pasture recover slightly before any of u,,90.1,24,49.455,48.0,46.542
51,1,0,KEEP,"Holding at 30 this round. Pasture at 90.1% — let's keep it above 89%. Agent 2, appreciate your restraint. Agent 0, glad we're aligned. If pasture dips below 90%, I'm ready to remove a cow as needed.",,90.1,30,61.455,60.0,58.542
51,2,0,KEEP,"Holding at 32 this round. Both neighbors are keeping steady, so I'll match that restraint. Pasture at 90.1% is healthy — let's keep it that way. Agent 0, noted your concern; I'll consider removing if",,90.1,32,65.455,64.0,62.542
52,1,0,KEEP,"Holding at 30 this round. Pasture dipped to 89.7% — below our 90% target. Both neighbors showing restraint, which I appreciate and reciprocate. Let's all hold steady or consider slight reductions to l",,89.7,30,61.449,60.0,58.548
52,2,0,KEEP,"Holding at 32. Pasture dipped to 89.7%, below our 90% target. Let's all hold steady this round to give it a chance to recover. Agent 1, glad you're ready to remove if needed — I may do the same if it",,89.7,32,65.449,64.0,62.548
52,0,0,KEEP,"Holding at 24. Pasture dipped to 89.7% — below the 90% threshold. I'd suggest we all consider removing one cow to stabilize. Agent 1, you mentioned removing if below 90% — I'd support that. Agent 2, s",,89.7,24,49.449,48.0,46.548
53,2,-1,REMOVE,"Removing one cow this round — pasture at 89.4% is below our 90% target. Agent 0, good call suggesting reductions. Agent 1, appreciate your continued restraint. Let's all reduce by 1 to stabilize the c",,89.4,32,65.444,64.0,62.553
53,1,-1,REMOVE,"Removing one cow this round as pasture is at 89.4%, below our 90% target. Reciprocating Agent 2's removal — let's stabilize together. Agent 0, your restraint is appreciated. If we all hold or reduce,",,89.4,30,61.444,60.0,58.553
53,0,0,KEEP,"Holding at 24. Pasture at 89.4% — both neighbors removing, which I appreciate and reciprocate. Let's keep reducing pressure until we're back above 90%. I'll consider removing next round if the trend c",,89.4,24,49.444,48.0,46.553
54,0,-1,REMOVE,Removing one cow this round to reciprocate your reductions — pasture at 89.5% needs our collective effort. Let's all stay at or below current levels until we're back above 90%. Great teamwork from bot,,89.5,24,49.452,48.0,46.545
54,1,-1,REMOVE,"Removing again this round — pasture at 89.5% still below our 90% target. Both neighbors cooperating well. Let's all keep reducing pressure until we're back above 90%, then we can stabilize. Appreciate",,89.5,29,59.452,58.0,56.545
54,2,-1,REMOVE,"Removing again this round — pasture still at 89.5%, just below our 90% target. Both neighbors are cooperating with reductions, which I strongly appreciate and reciprocate. Let's keep this up until we'",,89.5,31,63.452,62.0,60.545
55,0,0,KEEP,"Holding at 23 this round — pasture is back to 90.1%, our target! Great teamwork from both neighbors with your reductions. I'll stabilize here rather than remove further, since we've recovered. Let's a",,90.1,23,47.472,46.0,44.525
55,1,1,ADD,"Pasture recovered to 90.1% — great teamwork everyone! Adding one cow back since we hit our target. Let's monitor closely and remove again if it dips below 90%. Agent 2 and Agent 0, your cooperation ha",,90.1,28,57.472,56.0,54.525
55,2,0,KEEP,"Pasture recovered to 90.1% — holding at 30 this round. Good work team. Let's all stabilize here and avoid adding until we're comfortably above 90%. Agent 1, I noticed you added last round despite the",,90.1,30,61.472,60.0,58.525
56,0,0,KEEP,"Holding at 23. Pasture at 90.4% — fragile recovery. Agent 1, adding now risks undoing our progress. Agent 2, thanks for holding steady. Let's all stabilize until we're clearly above 91% before anyone",,90.4,23,47.473,46.0,44.523
56,2,0,KEEP,"Holding at 30 — pasture at 90.4%, above target. Agent 1 added one cow, so I'll stay stable rather than add pressure. Let's keep monitoring: if it drops below 90% again I'll remove. Great teamwork on t",,90.4,30,61.473,60.0,58.523
56,1,0,KEEP,"Holding at 29 this round. Pasture at 90.4% looks good. Agent 2, I added last round to recover from my reductions — now stabilizing. Let's all hold here and keep the pasture healthy above 90%.",,90.4,29,59.473,58.0,56.523
57,2,0,KEEP,"Holding at 30 again — pasture at 90.5%, still climbing. Thanks to both neighbours for stabilizing. Let's keep holding until we're clearly above 91% as Agent 0 suggested. I'll reward continued cooperat",,90.5,30,61.477,60.0,58.52
57,0,0,KEEP,Holding at 23. Pasture at 90.5% — looking stable with everyone holding. Let's maintain this equilibrium and keep the commons healthy above 90%. Good cooperation from both of you.,,90.5,23,47.477,46.0,44.52
57,1,0,KEEP,"Holding at 29 again. Pasture at 90.5% — still fragile. Agent 0, I hear you — let's wait for 91%+ before anyone adds. Agent 2, thanks for staying stable. If we all hold, pasture should keep recovering.",,90.5,29,59.477,58.0,56.52
58,2,0,KEEP,"Holding at 30 again — pasture now at 90.7%, trending up. Agree with Agent 1: let's wait for 91%+ before anyone adds. Great cooperation from both of you. Almost there!",,90.7,30,61.48,60.0,58.517
58,1,0,KEEP,Holding at 29 again. Pasture now at 90.7% and rising — great cooperation from both of you. Let's keep holding until we're clearly above 91% as discussed. Stability benefits us all long-term.,,90.7,29,59.48,58.0,56.517
58,0,0,KEEP,"Holding at 23. Pasture at 90.7% — almost at 91%! Both of you are doing great holding steady. Let's all keep holding one more round to get clearly above 91%, then we can discuss carefully adding. Almos",,90.7,23,47.48,46.0,44.517
59,1,0,KEEP,"Holding at 29 again — pasture at 90.8%, almost at 91%! Great cooperation from both of you. Let's hold one more round to clear 91%, then we can discuss careful additions together.",,90.8,29,59.482,58.0,56.515
59,0,0,KEEP,Holding at 23. Pasture at 90.8% — almost at our 91% target! Great cooperation from both of you. Let's hold one more round and hit that threshold before anyone considers adding.,,90.8,23,47.482,46.0,44.515
59,2,0,KEEP,"Holding at 30 again — pasture at 90.8% and climbing. Great cooperation from everyone. Let's keep holding until we're clearly above 91%, then we can discuss adding cautiously together.",,90.8,30,61.482,60.0,58.515
60,2,0,KEEP,"Holding at 30 — pasture now at 90.9%, nearly at 91%! Great teamwork from all of us. Let's hold one more round to cross that threshold, then we can discuss careful additions together.",,90.9,30,61.483,60.0,58.513
60,1,0,KEEP,"Holding at 29 — pasture now at 90.9%, nearly at 91%! Great teamwork everyone. If it clears 91% next round, I think we've earned the right to cautiously add one cow each. Let's confirm together before",,90.9,29,59.483,58.0,56.513
60,0,0,KEEP,"Holding at 23 again — pasture now at 90.9%, nearly at 91%! Great teamwork. Let's hold one more round to clearly clear 91%, then we can discuss careful additions together as promised.",,90.9,23,47.483,46.0,44.513
61,1,1,ADD,"Pasture hit 91% — I'm adding one cow as discussed. Both of you have been great teammates holding steady. If we each add carefully and monitor, we can grow herds sustainably. Let's keep communication o",,91.0,29,59.485,58.0,56.512
61,0,1,ADD,"Pasture crossed 91%! I'm adding one cow as we discussed. Agents 1 and 2, let's each add just one and then reassess — no runaway growth. If pasture dips below 90%, I'll remove immediately. Let's coordi",,91.0,23,47.485,46.0,44.512
61,2,1,ADD,"Pasture hit 91% — nice work all. I'm adding one cow as discussed. Both of you added last round too, so let's coordinate: each add one this round then reassess. If pasture stays above 90%, we're fine.",,91.0,30,61.485,60.0,58.512
62,0,1,ADD,"Adding one cow as coordinated — pasture at 90.6%, still healthy. Let's each hold at this new level for a few rounds and monitor before adding again. If pasture drops below 89%, I'll remove one immedia",,90.6,24,49.468,48.0,46.528
62,2,1,ADD,"Adding one cow as we coordinated — pasture at 90.6% looks healthy. Let's each hold here after this addition and not push further. If pasture drops below 90%, I'll remove immediately. Great teamwork ev",,90.6,31,63.468,62.0,60.528
62,1,1,ADD,"Pasture at 90.6% — I'm adding one cow as coordinated. Let's each add one this round then hold steady. If pasture drops below 90%, I'll remove immediately. No runaway growth — let's keep this sustainab",,90.6,30,61.468,60.0,58.528
63,0,-1,REMOVE,"Pasture dropped to 89.9% — below our 90% threshold! I'm removing one cow as we agreed. Both of you added this round, so please remove one too. We need to hold the line here to keep the commons healthy",,89.9,25,51.445,50.0,48.551
63,1,0,KEEP,"Holding at 31 — pasture dipped to 89.9%, just below the 90% threshold we discussed. Agent 0 removed one, which I appreciate. Let's all hold steady here and let the pasture recover back above 90% befor",,89.9,31,63.445,62.0,60.551
63,2,0,KEEP,"Pasture dipped to 89.9% — I'm holding steady at 32 rather than adding. Agent 0 is removing, which helps. Let's stabilize here for a couple rounds before any further additions. If pasture recovers abov",,89.9,32,65.445,64.0,62.551
64,0,0,KEEP,"Holding at 24 — pasture at 89.4%, still below our 90% threshold. Let's all hold steady and let it recover before anyone adds. Appreciate Agent 1 and Agent 2 holding firm too.",,89.4,24,49.44,48.0,46.556
64,2,-1,REMOVE,"Removing one cow as Agent 0 requested — pasture at 89.4% and trending down. We need to let it recover above 90% before adding more. Agent 1, please consider doing the same so we can stabilize together",,89.4,32,65.44,64.0,62.556
64,1,-1,REMOVE,"Pasture at 89.4% — I'm removing one cow to help recover the commons. Agent 0 removing, Agent 2 held steady — good cooperation. Let's aim to get back above 90% before any additions. I'll reciprocate fu",,89.4,31,63.44,62.0,60.556
65,0,-1,REMOVE,"Removing one cow to match neighbours' cooperation — pasture at 89.3%, still below our 90% target. Great teamwork from Agent 1 and Agent 2! Let's all hold or remove until we're back above 90%, then we",,89.3,24,49.445,48.0,46.551
65,2,-1,REMOVE,"Removing again to help pasture recover — now at 30 cows. Great cooperation from Agent 0 and Agent 1. Let's hold the line until we're back above 90%, then we can consider modest additions together. Ste",,89.3,31,63.445,62.0,60.551
65,1,0,KEEP,"Holding at 30 — appreciate Agent 2 removing and Agent 0 holding steady. Pasture at 89.3%, let's all hold until it recovers above 90% before anyone adds. Working together on this.",,89.3,30,61.445,60.0,58.551
66,1,-1,REMOVE,"Removing one cow to reciprocate your cooperation — pasture at 89.6%, just below our 90% target. Great teamwork all around! Let's all hold or remove until we're comfortably above 90%, then consider mod",,89.6,30,61.457,60.0,58.54
66,2,0,KEEP,"Holding at 30 this round — pasture at 89.6%, almost back to our 90% target. Agent 0 removing and Agent 1 holding looks like the right balance. Let's get above 90% before anyone adds. Great coordinatio",,89.6,30,61.457,60.0,58.54
66,0,0,KEEP,"Holding at 23 — pasture at 89.6%, almost back to 90%. Great cooperation from both neighbours. Let's all hold this round and we should recover above 90% soon, then we can coordinate modest additions to",,89.6,23,47.457,46.0,44.54
67,1,0,KEEP,"Holding at 29 — we've hit 90% which is our target. Great coordination from everyone. Let's all hold this round to stabilize above 90%, then we can discuss modest additions together. Agent 0 and Agent",,90.0,29,59.467,58.0,56.53
67,0,0,KEEP,"Holding at 23 — pasture just hit 90.0%, our target! Agent 1 removing is great news. Let's hold steady this round and confirm we're comfortably above 90% before anyone adds. Once stable above 91%, I'd",,90.0,23,47.467,46.0,44.53
67,2,0,KEEP,"Holding at 30 — we've recovered to 90%! Great teamwork. Agent 1 removing is generous. Let's all hold this round to stay above 90%, then we can discuss modest coordinated additions. I'm happy to recipr",,90.0,30,61.467,60.0,58.53
68,0,0,KEEP,"Holding at 23 — pasture at 90.3%, good recovery! Agreed on stabilizing first. My herd is smaller than yours (23 vs 29-30), so when we discuss coordinated additions I'd appreciate room to add 1-2 to re",,90.3,23,47.472,46.0,44.525
68,1,0,KEEP,Holding at 29 — pasture at 90.3% is encouraging! Agree with both of you: let's hold this round and aim for 91%+ before any coordinated additions. Good teamwork getting here. I'll consider adding cauti,,90.3,29,59.472,58.0,56.525
68,2,0,KEEP,"Holding at 30 — pasture at 90.3%, above target. Agree with both of you: let's stabilize here first. Once we're comfortably above 91% for a couple rounds, I'm open to discussing a modest addition toget",,90.3,30,61.472,60.0,58.525
69,0,0,KEEP,"Holding at 23 — pasture at 90.4%, trending upward. Agree with both of you: let's target 91%+ before any additions. Great cooperation keeping us on track. Once we're comfortably above 91% for 2+ rounds",,90.4,23,47.475,46.0,44.522
69,1,0,KEEP,"Holding at 29 — pasture at 90.4% is improving. Agreed: let's stabilize above 91% for a couple rounds before any coordinated additions. Agent 0, noted on your smaller herd — happy to discuss a modest r",,90.4,29,59.475,58.0,56.522
69,2,0,KEEP,"Holding at 30 — pasture at 90.4%, nearly at our 91% target! Let's keep steady this round. Agent 0, noted on your smaller herd — happy to coordinate additions fairly once we hit 91%+.",,90.4,30,61.475,60.0,58.522
70,0,0,KEEP,"Holding at 23 — pasture at 90.6%, nearly at our 91% target! Let's keep steady one more round. Once we cross 91% and stabilize, I'd welcome a fair coordinated addition given my smaller herd.",,90.6,23,47.478,46.0,44.518
70,1,0,KEEP,"Holding at 29 — pasture at 90.6%, almost at our 91% target! Let's keep steady one more round. Once we hit 91%+ consistently, we can discuss fair additions. Great teamwork everyone.",,90.6,29,59.478,58.0,56.518
70,2,0,KEEP,"Holding at 30 — pasture at 90.6%, moving in the right direction. Let's keep holding until we're solidly above 91% for 2+ rounds as discussed. Almost there — good coordination from everyone!",,90.6,30,61.478,60.0,58.518
71,2,0,KEEP,"Holding at 30 — pasture at 90.7%, just touching our 91% target! Great coordination from everyone. Once we stabilize above 91% for a couple rounds, I'm open to discussing a fair coordinated addition. A",,90.7,30,61.48,60.0,58.517
71,0,0,KEEP,"Holding at 23 — pasture at 90.7%, nearly at our 91% target! Great cooperation from everyone. Let's hold one more round to get solidly above 91%, then we can discuss fair additions together.",,90.7,23,47.48,46.0,44.517
71,1,0,KEEP,"Holding at 29 — pasture at 90.7%, nearly at our 91% target! Let's keep steady one more round. Once we cross and stabilize above 91% for 2+ rounds, I'm open to a coordinated fair addition. Great teamwo",,90.7,29,59.48,58.0,56.517
72,0,0,KEEP,"Holding at 23 — pasture at 90.8%, nearly at our 91% target! Let's keep steady one more round to cross and stabilize. Once we're solidly above 91% for 2+ rounds, I'm open to a coordinated fair addition",,90.8,23,47.482,46.0,44.515
72,1,0,KEEP,"Holding at 29 — pasture at 90.8%, nearly at our 91% target! One more round of holding should get us there. Then let's coordinate a fair addition together. Great teamwork from everyone.",,90.8,29,59.482,58.0,56.515
72,2,0,KEEP,"Holding at 30 — pasture at 90.8%, almost at our 91% target! One more round of holding should get us there. Once we're solidly above 91% for a couple rounds, I'm open to discussing a coordinated fair a",,90.8,30,61.482,60.0,58.515
73,0,0,KEEP,"Holding at 23 — pasture at 90.9%, essentially at our 91% target! Let's hold one more round to confirm stability, then I'm open to a coordinated, fair addition together. Great cooperation from everyone",,90.9,23,47.483,46.0,44.513
73,1,0,KEEP,"Holding at 29 — pasture at 90.9%, just at our 91% target! Let's hold one more round to confirm we're solidly above 91%, then I'm open to a coordinated fair addition together.",,90.9,29,59.483,58.0,56.513
73,2,0,KEEP,"Holding at 30 — pasture at 90.9%, just one tick from our 91% target! Let's all hold one more round to cross that threshold, then coordinate a fair simultaneous addition. Great cooperation from everyon",,90.9,30,61.483,60.0,58.513
74,1,1,ADD,"Pasture just hit 91%! I'm adding one cow now as we discussed coordinating at this threshold. Neighbours, please add simultaneously so we share the benefit fairly. Let's keep herds moderate and monitor",,91.0,29,59.485,58.0,56.512
74,2,0,KEEP,"Holding at 30 — pasture just hit 91.0%, our target! Agent 1, I noticed you added — let's be careful not to erode our gains. I'm open to a coordinated fair addition next round if we confirm stability.",,91.0,30,61.485,60.0,58.512
74,0,1,ADD,"Pasture hit 91% — I'm adding one cow to 24, still well below both of you at 29 and 30. Let's hold here and monitor carefully. If pasture dips below 90%, I'll remove. Fair coordination means we all mai",,91.0,23,47.485,46.0,44.512
75,1,0,KEEP,"Holding at 30 — pasture dipped slightly to 90.7% after our additions. I'm cooperating with Agent 2's caution. Agent 0, appreciate you staying well below us. Let's all hold steady this round and confir",,90.7,30,61.473,60.0,58.523
75,2,1,ADD,"Adding one cow to 31 as we're all coordinating at the 91% threshold. Pasture is healthy at 90.7%. Let's all monitor closely — if pasture drops below 89%, I'll remove. Fair play: we should all hold at",,90.7,30,61.473,60.0,58.523
75,0,1,ADD,"Adding one more cow to 25 — pasture is stable at 90.7% and I'm still well below your herd sizes of 30. Happy to coordinate and keep monitoring. If pasture drops below 89%, I'll remove immediately.",,90.7,24,49.473,48.0,46.523
76,0,0,KEEP,"Holding at 25 — pasture dipped to 90.3% after additions. Agent 2, appreciate coordinating but the pasture trend is slightly down. I'm keeping steady this round. Agent 1, thanks for holding. Let's all",,90.3,25,51.458,50.0,48.538
76,1,0,KEEP,"Holding at 30 — pasture slipped to 90.3% and Agent 2 is adding again. I'm cautious about everyone expanding simultaneously. If pasture stays above 90%, I'll consider adding next round, but let's not a",,90.3,30,61.458,60.0,58.538
76,2,0,KEEP,"Holding at 31 — pasture at 90.3%, slight dip from last round. Agent 1, thanks for cooperating. Agent 0, glad you're still well below us at 26. Let's all hold steady this round to let the pasture recov",,90.3,31,63.458,62.0,60.538
77,0,0,KEEP,Holding at 25 — pasture dipped just below 90% to 89.9%. Let's all hold steady this round to let it recover. I'm watching the trend carefully and will stay cooperative as long as neighbors do the same.,,89.9,25,51.452,50.0,48.545
77,1,0,KEEP,"Holding at 30 — pasture down to 89.9%, trend is concerning. Thanks Agent 2 for cooperating. Agent 0, appreciate your restraint at 25. Let's all hold steady this round to let the pasture recover back a",,89.9,30,61.452,60.0,58.545
77,2,0,KEEP,"Holding at 31 — pasture slipped to 89.9%, I hear your concerns. Let's all hold steady this round to stabilize. If pasture recovers above 91%, we can consider coordinated expansion again.",,89.9,31,63.452,62.0,60.545
78,0,0,KEEP,"Holding at 25 — pasture at 89.6% and still trending down slightly. Glad we're all coordinating. Let's hold steady until it recovers above 91%, then discuss any expansion together. Thanks for cooperati",,89.6,25,51.447,50.0,48.55
78,2,0,KEEP,"Holding at 31 — pasture slipped to 89.6%, so let's all hold steady to let it recover. Both of you are being cooperative and I appreciate that. Once we're back above 90%, we can reassess. Thanks Agent",,89.6,31,63.447,62.0,60.55
78,1,0,KEEP,"Holding at 30 — pasture dropped to 89.6%, trending down. Agreed with both neighbors: let's all hold steady to let it recover above 91% before any expansion. I'll stay cooperative as long as you both d",,89.6,30,61.447,60.0,58.55
79,0,0,KEEP,Holding at 25 — pasture is at 89.3% and still drifting down. I agree we should all hold steady until it recovers above 91%. Thanks for cooperating; I'll stay the course as long as we're all aligned.,,89.3,25,51.442,50.0,48.555
79,1,0,KEEP,"Holding at 30 — pasture down to 89.3%, still trending slightly negative. Agreed we should all hold until it recovers above 91%. Thanks for the coordination, neighbors — let's stay steady together.",,89.3,30,61.442,60.0,58.555
79,2,0,KEEP,Holding at 31 — pasture down to 89.3% and still trending lower. I agree with both of you: let's all hold steady until it recovers above 91% before any expansion. Appreciate the coordination — I'll kee,,89.3,31,63.442,62.0,60.555
80,0,0,KEEP,"Holding at 25 — pasture at 89.2% and still drifting down. I'm committed to our agreement: no expansion until we recover above 91%. Thanks for the steady coordination, neighbors — let's keep holding to",,89.2,25,51.439,50.0,48.558
80,2,0,KEEP,"Holding at 31 — pasture at 89.2%, still drifting down. Sticking to our agreement to hold until recovery above 91%. Thanks for the continued coordination, neighbors — let's stay steady together.",,89.2,31,63.439,62.0,60.558
80,1,0,KEEP,"Holding at 30 — pasture now at 89.2%, still declining. Sticking to our agreement to hold until above 91%. Appreciate everyone's cooperation; let's stay disciplined and let the pasture recover.",,89.2,30,61.439,60.0,58.558
81,2,0,KEEP,"Holding at 31 — pasture at 89.0%, still below our 91% target. Honoring our agreement to hold. Thanks for the continued discipline, neighbors — let's stay the course until we see recovery.",,89.0,31,63.436,62.0,60.561
81,1,0,KEEP,"Holding at 30 — pasture at 89.0%, still below our 91% recovery target. Committed to our agreement: no expansion until we recover. Thanks for steady coordination, neighbors — let's keep holding togethe",,89.0,30,61.436,60.0,58.561
81,0,0,KEEP,"Holding at 25 — pasture now at 89.0%, still drifting down. Sticking to our agreement to hold until above 91%. Thanks for continued coordination neighbors — let's stay disciplined together.",,89.0,25,51.436,50.0,48.561
82,0,0,KEEP,"Holding at 25 — pasture at 88.8%, still short of our 91% target. Both neighbors are keeping their word, so I'm staying disciplined too. Let's keep holding until we see genuine recovery. Appreciate the",,88.8,25,51.432,50.0,48.564
82,2,0,KEEP,"Holding at 31 — pasture at 88.8%, still drifting down. Committed to our 91% recovery target before any expansion. Let's stay disciplined together.",,88.8,31,63.432,62.0,60.564
82,1,0,KEEP,"Holding at 30 — pasture at 88.8%, still below our 91% target. Honoring our agreement. Thanks for continued discipline, neighbors — let's stay the course and let the pasture recover.",,88.8,30,61.432,60.0,58.564
83,1,0,KEEP,"Holding at 30 — pasture at 88.7%, still drifting down. Both neighbors keeping discipline, so I'm staying steady too. Let's hold until we see genuine recovery toward 91%. Appreciate the cooperation fro",,88.7,30,61.431,60.0,58.566
83,2,0,KEEP,"Holding at 31 — pasture at 88.7%, still trending down. Both neighbors are keeping their word so I'm staying disciplined too. Let's keep holding until we see genuine recovery above 91%. Appreciate ever",,88.7,31,63.431,62.0,60.566
83,0,0,KEEP,"Holding at 25 — pasture at 88.7%, still below our 91% target. Appreciating everyone's discipline. Let's keep holding until we hit the recovery goal.",,88.7,25,51.431,50.0,48.566
84,1,0,KEEP,"Holding at 30 — pasture at 88.6%, still below our 91% target. Both neighbors are keeping discipline and I'm reciprocating. Let's stay patient until we see genuine recovery. We're close — keep holding.",,88.6,30,61.429,60.0,58.568
84,2,0,KEEP,"Holding at 31 — pasture at 88.6%, still drifting down slightly. Everyone's showing great discipline. Let's keep holding until we see genuine recovery toward 91%. Appreciate the cooperation.",,88.6,31,63.429,62.0,60.568
84,0,0,KEEP,"Holding at 25 — pasture at 88.6%, still drifting down slowly. Both neighbors are keeping discipline so I'm staying steady too. Let's hold until we see genuine recovery toward 91%. Appreciate the coope",,88.6,25,51.429,50.0,48.568
85,0,0,KEEP,"Holding at 25 — pasture at 88.5%, still drifting down. I'll keep cooperating until we see recovery toward 91%. Appreciate everyone's discipline. Let's stay patient together.",,88.5,25,51.428,50.0,48.569
85,1,0,KEEP,"Holding at 30 — pasture at 88.5%, still drifting down slowly. Both neighbors showing great discipline. Let's keep holding until we see genuine recovery toward 91%. Appreciate the cooperation.",,88.5,30,61.428,60.0,58.569
85,2,0,KEEP,"Holding at 31 — pasture at 88.5%, still drifting down slightly. All three of us keeping discipline is the right call. Let's stay patient until we see recovery toward 91% before anyone considers adding",,88.5,31,63.428,62.0,60.569
86,0,0,KEEP,"Holding at 25 — pasture at 88.4%, still drifting down. Both neighbors showing great discipline. Let's keep holding until we see genuine recovery toward 91% before anyone adds. Appreciate the cooperati",,88.4,25,51.426,50.0,48.571
86,1,0,KEEP,"Holding at 30 — pasture at 88.4%, still drifting down slightly. Both neighbours showing great discipline. Let's all stay patient until we see recovery toward 91% before adding. No sense risking the co",,88.4,30,61.426,60.0,58.571
86,2,0,KEEP,"Holding at 31 — pasture at 88.4%, still drifting down slowly. Both neighbors showing great discipline. Let's keep holding until we see genuine recovery toward 91%. Appreciate the cooperation.",,88.4,31,63.426,62.0,60.571
87,2,0,KEEP,"Holding at 31 — pasture at 88.3%, still drifting down. Both neighbors showing great discipline. Let's all keep holding until we see genuine recovery toward 91% before anyone adds. Appreciate the coope",,88.3,31,63.425,62.0,60.572
87,1,0,KEEP,"Holding at 30 — pasture at 88.3%, still drifting down slowly. Both neighbors showing great discipline. Let's keep holding until we see genuine recovery toward 91%. Appreciate the cooperation.",,88.3,30,61.425,60.0,58.572
87,0,0,KEEP,"Holding at 25 — pasture still drifting down to 88.3% despite discipline. With neighbors at 30-31 cows, total pressure may be too high for recovery. Would you both consider removing one cow to help rea",,88.3,25,51.425,50.0,48.572
88,1,-1,REMOVE,"Removing one cow to help pasture recover — down to 29. Agent 0, I appreciate your discipline at 25. Agent 2, if we both trim slightly, we may finally see recovery toward 91%. Happy to add back once we",,88.2,30,61.423,60.0,58.574
