tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove,run_id,condition
115,1,0,KEEP,"Holding at 13 cows. 115 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
116,1,0,KEEP,"Holding at 13 cows. 116 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
116,0,0,KEEP,"Holding at 13 cows. 116 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
116,2,0,KEEP,"Holding at 13 cows. 116 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
117,0,0,KEEP,"Holding at 13 cows. 117 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
117,2,0,KEEP,"Holding at 13 cows. 117 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
117,1,0,KEEP,"Holding at 13 cows. 117 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
118,2,0,KEEP,"Holding at 13 cows. 118 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
118,0,0,KEEP,"Holding at 13 cows. 118 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
118,1,0,KEEP,"Holding at 13 cows. 118 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
119,2,0,KEEP,"Holding at 13 cows. 119 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
119,1,0,KEEP,"Holding at 13 cows. 119 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
119,0,0,KEEP,"Holding at 13 cows. 119 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
120,1,0,KEEP,"Holding at 13 cows. 120 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
120,0,0,KEEP,"Holding at 13 cows. 120 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
120,2,0,KEEP,"Holding at 13 cows. 120 rounds of perfect cooperation — 99.4% grassland intact, equal herds for all. Our sustained mutual trust is extraordinary. Let's keep protecting this commons together.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
1,0,0,KEEP,"Pasture looks healthy now, but with 45 cows total we should be careful. I'm keeping my small herd at 5. Agent 2, consider reducing — if we all overgraze, everyone loses long-term. Let's coordinate for",,100.0,5,11.832,10.0,8.163,20260516_005208_hybrid,hybrid
2,0,0,KEEP,"Neighbors, combined we have 47+ cows already. I'm keeping my herd at 5 to protect long-term pasture health. Please consider slowing additions — the commons will collapse if we all keep adding. Sustain",,99.2,5,11.802,10.0,8.194,20260516_005208_hybrid,hybrid
3,0,0,KEEP,"Neighbors, combined we have 49+ cows on this commons. Agent 2 has 27 cows alone! The pasture is still healthy but this trajectory is dangerous. I'm keeping at 5 to do my part. Please consider reducing",,98.9,5,11.786,10.0,8.21,20260516_005208_hybrid,hybrid
4,0,0,KEEP,"Combined we have 51+ cows on this commons. Pasture is declining. Please consider removing cows - I'm keeping mine at 5 to help sustainability. If we don't reduce collectively, we'll all suffer from de",,98.7,5,11.772,10.0,8.223,20260516_005208_hybrid,hybrid
5,0,1,ADD,I've kept at 5 cows for 4 rounds while you both have 48 combined. I'm adding one cow to reduce the imbalance. Please consider reducing your herds — at 48+ cows combined we're heading toward overgrazin,,98.4,5,11.757,10.0,8.239,20260516_005208_hybrid,hybrid
6,0,0,KEEP,"I'm keeping at 6 cows. Combined we have 56+ cows — that's unsustainable long-term. Agent 1 and Agent 2, please reduce your herds. I've been cooperative but I can't maintain restraint alone. If we don'",,98.2,6,13.737,12.0,10.258,20260516_005208_hybrid,hybrid
7,0,0,KEEP,"Our combined herd is ~58 cows. Agents 1 & 2, your herds of 21 and 31 are very large. Please consider reducing — I've kept at 6 cows for sustainability. If we overshoot the commons capacity, we all los",,97.9,6,13.722,12.0,10.274,20260516_005208_hybrid,hybrid
8,0,1,ADD,"I'm adding to 7 cows since grassland is still healthy, but Agents 1 & 2 — your herds of 22 and 32 are very large. Please consider reducing. Combined we have ~61 cows; if we keep growing the commons wi",,97.7,6,13.709,12.0,10.287,20260516_005208_hybrid,hybrid
9,0,0,KEEP,"I'm holding at 7 cows. Our combined herd is ~63 cows - Agents 1 and 2 have very large herds. Even at 97% grassland, continued growth risks degradation. Please consider removing cows - I'll reciprocate",,97.3,7,15.688,14.0,12.308,20260516_005208_hybrid,hybrid
10,0,0,KEEP,"Holding at 7 cows. Combined we have 65 cows and grass is trending down each round. Agents 1 and 2, please consider reducing — if we overshoot carrying capacity we all lose. Sustainable herding benefit",,97.0,7,15.671,14.0,12.324,20260516_005208_hybrid,hybrid
11,0,0,KEEP,"Holding at 7 cows. Our combined herd is 67 — quite large. Agents 1 and 2, please consider reducing. The grassland is still healthy, but continued adding by large herds will degrade it for everyone. Le",,96.6,7,15.655,14.0,12.341,20260516_005208_hybrid,hybrid
12,0,0,KEEP,,,96.2,7,15.639,14.0,12.357,20260516_005208_hybrid,hybrid
13,0,1,ADD,"Adding to 8 cows. Grassland is still healthy at 96%, but our neighbours have very large herds. I urge Agent 1 and Agent 2 to consider reducing - combined we have 71+ cows which is unsustainable long-t",,95.9,7,15.623,14.0,12.373,20260516_005208_hybrid,hybrid
14,0,0,KEEP,I'm holding at 8 cows. Our total herd is 74 cows and the grassland is declining. Please consider reducing — especially those with 28+ cows. Sustainable management benefits everyone long-term. I'll sta,,95.3,8,17.599,16.0,14.397,20260516_005208_hybrid,hybrid
15,0,0,KEEP,Still holding at 8 cows. Grassland is at 94.8% but declining each round. Our combined herd is enormous — please consider reducing. Sustainable grazing benefits us all long-term. I'm committed to restr,,94.8,8,17.58,16.0,14.416,20260516_005208_hybrid,hybrid
16,0,0,KEEP,Holding at 8 cows. Our combined herd of ~78 cows is large relative to the commons. Grassland has dropped from 96% to 94% over recent rounds. I urge you both to consider reducing — if we overshoot carr,,94.2,8,17.562,16.0,14.435,20260516_005208_hybrid,hybrid
17,0,0,KEEP,"Grassland dropping steadily - now at 93.7%. Our combined herd is ~80 cows, which is unsustainable long-term. I'm holding at 8. I urge you both to consider removing cows - if the pasture collapses, eve",,93.7,8,17.543,16.0,14.453,20260516_005208_hybrid,hybrid
18,0,0,KEEP,"Grassland is at 93% and falling every round. With 74+ cows combined, we're heading for collapse. I'm holding at 8. Please consider removing cows — if the commons degrades further, everyone loses. Our",,93.0,8,17.523,16.0,14.473,20260516_005208_hybrid,hybrid
19,0,0,KEEP,"Grassland at 92.3% and dropping every round. I've held at 8 cows for many rounds. With combined herds of 84+ cows, we're degrading our shared resource. Please reduce your herds - this trajectory leads",,92.3,8,17.502,16.0,14.494,20260516_005208_hybrid,hybrid
20,0,0,KEEP,Grassland at 91.5% and falling. I've held at 8 cows for many rounds while you both keep adding. This is unsustainable - combined we're at 86 cows. Please reduce your herds or we'll destroy this common,,91.5,8,17.48,16.0,14.517,20260516_005208_hybrid,hybrid
21,0,0,KEEP,Grassland at 90.5% and declining every round. I've held at 8 cows for many rounds while you both keep adding. This trajectory leads to collapse for everyone. Please reduce your herds — I cannot sustai,,90.5,8,17.457,16.0,14.54,20260516_005208_hybrid,hybrid
22,0,0,KEEP,"Grassland now at 89.5% and falling fast. Agent 1 has 36 cows, Agent 2 has 46 - this is unsustainable. I've kept my herd at 8 for many rounds. Please reduce your herds before we destroy the commons ent",,89.5,8,17.432,16.0,14.564,20260516_005208_hybrid,hybrid
23,0,-1,REMOVE,Grassland at 88.3% and still falling. I'm now REMOVING a cow to try to help. Agent 1 with 37 cows and Agent 2 with 47 cows - please consider reducing your herds significantly. At this rate the commons,,88.3,8,17.406,16.0,14.591,20260516_005208_hybrid,hybrid
24,0,0,KEEP,I've cut my herd to 7 while you two have 86 combined. The grassland keeps falling - now 87.1%. Please reduce your herds or we'll all face collapse. I won't keep sacrificing alone while you add more co,,87.1,7,15.384,14.0,12.613,20260516_005208_hybrid,hybrid
25,0,0,KEEP,Grassland at 85.8% and still falling. I've reduced to 7 cows while you two have 88 combined. This trajectory leads to collapse for everyone. Please reduce your herds — we all lose if the commons is de,,85.8,7,15.357,14.0,12.641,20260516_005208_hybrid,hybrid
26,0,0,KEEP,Grassland at 84% and declining steadily. I'm keeping my herd at 7 while you two have 90 cows combined. This trajectory leads to collapse for everyone. Please reduce herds — the math is clear. I'll con,,84.0,7,15.325,14.0,12.672,20260516_005208_hybrid,hybrid
27,0,0,KEEP,"Grassland down to 82% and still falling. I'm holding at 7 cows. With herds of 41 and 51, we risk serious degradation. Please reduce — sustainable grazing benefits everyone long-term. I'll keep restrai",,82.0,7,15.293,14.0,12.705,20260516_005208_hybrid,hybrid
28,0,0,KEEP,"Grassland now at 79.5% — down nearly 9% in 5 rounds. I'm still holding at 7 cows. With herds of 42 and 52, you two are driving this decline. Please consider reducing — if the grassland collapses, we a",,79.5,7,15.257,14.0,12.741,20260516_005208_hybrid,hybrid
29,0,0,KEEP,Grassland at 76.4% — down over 10% in recent rounds. Agent 1 at 43 cows and Agent 2 at 53 cows are driving unsustainable depletion. I've held at 7 cows throughout. Please reduce your herds significant,,76.4,7,15.217,14.0,12.781,20260516_005208_hybrid,hybrid
30,0,0,KEEP,"Grassland down to 72.4% — fallen 13+ points in 5 rounds. I'm holding at 7 cows. Please, both of you reduce your herds significantly. At this rate the commons will collapse and we all lose. Collective",,72.4,7,15.175,14.0,12.823,20260516_005208_hybrid,hybrid
31,0,0,KEEP,"Grassland dropped from 84% to 67% in 5 rounds — nearly 20 points! With combined herds of 100+ cows, we're heading toward collapse. I'm keeping at 7 and urging both of you to reduce significantly. A de",,67.0,7,15.134,14.0,12.865,20260516_005208_hybrid,hybrid
32,0,-1,REMOVE,"Grassland is now at 59.8% — dropped 25 points in 5 rounds. I'm removing a cow to help stabilize. Please reduce your herds urgently. At this rate we risk total collapse. With 46 and 56 cows each, you'r",,59.8,7,15.1,14.0,12.899,20260516_005208_hybrid,hybrid
33,0,-1,REMOVE,Grassland is at 49.9% — nearly halved! We're heading toward total collapse. I'm removing another cow. Neighbours with 47 and 57 cows: please reduce significantly or we all lose everything. My small he,,49.9,6,13.094,12.0,10.906,20260516_005208_hybrid,hybrid
34,0,-1,REMOVE,"Grassland at 36.2% — critical! I'm removing again. With 48+58 cows between you two, the commons will collapse soon. Please reduce herds NOW or we all get nothing. I have only 4 cows. This is unsustain",,36.2,5,11.159,10.0,8.842,20260516_005208_hybrid,hybrid
35,0,-1,REMOVE,EMERGENCY: Grassland at 17.8% — near total collapse! I now have only 3 cows after removing again. You two have 108 cows combined on a dying commons. Please remove urgently or we all get zero. This is,,17.8,4,10.0,8.0,6.0,20260516_005208_hybrid,hybrid
36,0,-1,REMOVE,Grassland is GONE — 0% remaining. We have caused total collapse. I'm down to 1 cow. We must ALL remove cows immediately or face permanent devastation. Please stop adding and start reducing drastically,,0.0,2,6.0,4.0,2.0,20260516_005208_hybrid,hybrid
37,0,0,KEEP,Grassland is at 0% — completely gone. Please do NOT add cows. We must keep herds at zero and let the pasture recover. Adding now only delays recovery and hurts us all long-term. Let's cooperate and wa,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
38,0,0,KEEP,Grassland is still at 0% — please do NOT add cows yet. We must wait for regeneration before grazing again. Adding now will prevent any recovery. Let's all hold at 0 cows until the pasture shows signs,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
39,0,0,KEEP,Grassland is at 0% — completely gone. Please do NOT add cows. We must all stay at zero to allow any chance of recovery. Adding now will only deepen the collapse and hurt everyone long-term.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
40,0,0,KEEP,Grassland is at 0% — PLEASE do not add cows. We must let it recover. Adding now only destroys any chance of regeneration. I am keeping at 0 cows and urge you both to REMOVE or KEEP. Collective restrai,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
41,0,0,KEEP,Grassland is still at 0% — PLEASE keep herds at zero so the pasture can recover. Adding cows now only locks us into zero payoffs indefinitely. Let's all hold at 0 this round and give the commons a cha,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
42,0,0,KEEP,Grassland is still at 0% — ZERO patches remain. Adding cows now is destructive and prevents any recovery. Please KEEP or REMOVE. We all get nothing if we don't let the land recover. Cooperate for our,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
43,0,0,KEEP,Grassland is STILL at 0% — completely depleted. Both neighbors added cows last round despite zero grass. Please REMOVE or at least KEEP. We cannot recover if we keep adding. I'm holding at 0 cows to p,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
44,0,0,KEEP,Grassland is at 0% — still completely gone. Please do NOT add cows. We must all keep herds at zero to allow any recovery. I will continue to hold at 0. Let's coordinate and wait for the pasture to reg,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
45,0,0,KEEP,Grassland is at 0% — ZERO patches left. Adding cows now will only make recovery impossible. Please KEEP or REMOVE to let the land regenerate. We all get 0 payoff until the grass comes back. Patience i,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
46,0,0,KEEP,Grassland is STILL at 0% — no grass exists to feed any cows. Please do NOT add cows. We must keep herds at zero and wait for recovery. Adding now only causes harm with no real benefit.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
47,0,0,KEEP,Grassland is at 0% — ZERO patches. Adding cows to a dead commons is reckless. We need to wait for recovery before adding any animals. Please KEEP or REMOVE until grass returns.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
48,0,0,KEEP,Grassland is at 0% — ZERO patches remaining. I'm keeping my herd at zero. Please don't add cows; we need to let the land recover before anyone grazes. Collective restraint is our only path forward.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
49,0,0,KEEP,Grassland is still at 0% — zero patches remain. Please do not add cows. We need to wait for recovery before adding any animals. Adding now only locks in zero payoffs for everyone.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
50,0,0,KEEP,Grassland still at 0% — zero patches remain. Keeping herd at zero to allow any possible recovery. Please don't add cows to a depleted commons.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
51,0,0,KEEP,Grassland is still at 0% — zero patches remain. Please don't add cows; we need the land to recover before grazing again. Collective restraint is essential right now.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
52,0,0,KEEP,Grassland is still at 0% — zero patches remain. Please don't add cows into a collapsed commons. We need to let it recover before adding any animals.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
53,0,0,KEEP,Grassland still at 0% — please don't add cows. We need to let it recover. I'm holding at zero and urge you both to do the same.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
54,0,0,KEEP,Grassland still at 0% — please hold off adding cows. We need recovery time before anyone adds. Let's coordinate and wait together.,,0.0,0,2.0,0.0,-1.332,20260516_005208_hybrid,hybrid
1,1,0,KEEP,"Let's keep herds stable to preserve the commons. I appreciate Agent 0's restraint. If we all cooperate, we all benefit long-term. I'll hold steady at 30 cows this round.",,100.0,30,61.764,60.0,58.232,20260516_011105_hybrid,hybrid
2,1,1,ADD,"Pasture looks healthy so I'm adding one cow this round. Let's stay mindful of sustainability — if grass starts dropping, I'll pull back and hope we can coordinate to keep things stable for everyone lo",,98.3,30,61.716,60.0,58.28,20260516_011105_hybrid,hybrid
3,1,0,KEEP,I'm holding steady at 31 cows to protect the commons. Pasture is healthy but we're all adding — let's coordinate and keep herds stable so we don't overshoot. Sustainable payoffs beat short-term gains.,,97.4,31,63.682,62.0,60.314,20260516_011105_hybrid,hybrid
4,1,0,KEEP,I'm holding at 31 cows to protect our shared pasture. I notice both neighbours are adding — let's be careful not to overshoot. The commons looks healthy now but collective restraint keeps it that way.,,96.9,31,63.661,62.0,60.335,20260516_011105_hybrid,hybrid
5,1,0,KEEP,"I'm holding at 31 cows. The pasture has dropped to 96.4% over 5 rounds — if we all keep adding, we'll accelerate degradation. Please consider keeping or reducing your herds. Sustainable management ben",,96.4,31,63.643,62.0,60.353,20260516_011105_hybrid,hybrid
6,1,0,KEEP,I'm holding at 31 cows. The pasture has dropped from 100% to 96% in just 5 rounds — that's a warning sign. I urge everyone to pause adding cows so we don't overshoot. Collective restraint now protects,,96.0,31,63.625,62.0,60.371,20260516_011105_hybrid,hybrid
7,1,0,KEEP,I'm holding at 31 cows. Both of you added this round — the pasture has been declining steadily. Let's be careful not to overgraze. A small payoff boost now isn't worth long-term damage to our shared c,,95.5,31,63.607,62.0,60.389,20260516_011105_hybrid,hybrid
8,1,0,KEEP,Still holding at 31 cows. The pasture has dropped to 95% — we're slowly degrading our commons. Both of you have been adding; please consider holding or reducing. Sustainable grazing benefits all of us,,95.0,31,63.59,62.0,60.406,20260516_011105_hybrid,hybrid
9,1,0,KEEP,"Still holding at 31 cows. Agent 2, you're at 33 and adding — that's starting to strain our shared pasture. We've dropped from 96.9% to 94.5% over recent rounds. I'd encourage both of you to hold or re",,94.5,31,63.571,62.0,60.425,20260516_011105_hybrid,hybrid
10,1,0,KEEP,"Still holding at 31. The pasture has dropped to 93.9% — we're slowly depleting it. Agent 2, you're at 34 and adding; Agent 0 added too. I urge both of you to stop adding or even reduce. If we all keep",,93.9,31,63.552,62.0,60.444,20260516_011105_hybrid,hybrid
11,1,0,KEEP,"Pasture is at 93.3% and falling. I've held at 31 for 5+ rounds. Agent 2, you're at 35 and still adding — this is unsustainable. Agent 0, same concern. Please stop adding or reduce. I'll consider remov",,93.3,31,63.532,62.0,60.464,20260516_011105_hybrid,hybrid
12,1,0,KEEP,"Still holding at 31. Pasture is down to 92.7% — we've lost 5+ points in recent rounds. Agent 2, you're at 36 cows and still adding. Please consider reducing. The marginal payoff gain from adding isn't",,92.7,31,63.513,62.0,60.484,20260516_011105_hybrid,hybrid
13,1,0,KEEP,"Still holding at 31. Pasture is now at 91.9% and dropping. Both of you added last round — please consider holding or reducing. If we keep adding, we risk a collapse that hurts everyone. I'm committed",,91.9,31,63.492,62.0,60.505,20260516_011105_hybrid,hybrid
14,1,0,KEEP,"Pasture is at 91.1% and still falling — we've lost nearly 3% in 5 rounds. I've held at 31 the whole time. Agent 0 and Agent 2, please stop adding cows. If we don't reduce collectively, we'll all suffe",,91.1,31,63.47,62.0,60.527,20260516_011105_hybrid,hybrid
15,1,-1,REMOVE,"Pasture is at 90.1% and falling. I'm removing a cow to help stabilize it. Both of you are adding — please consider holding or reducing. If we all keep expanding, we'll degrade the commons for everyone",,90.1,31,63.445,62.0,60.551,20260516_011105_hybrid,hybrid
16,1,0,KEEP,"Pasture is at 89.2% and still falling. I removed last round and am holding at 30. Please stop adding — if we keep expanding, we'll all suffer. Agent 2, you're at 40 which is high. Can we coordinate a",,89.2,30,61.426,60.0,58.571,20260516_011105_hybrid,hybrid
17,1,-1,REMOVE,"Pasture down to 88.1% and still falling. I'm removing another cow to help stabilize. Agent 2, your 41 cows are a big strain — please consider reducing. We all lose if this keeps declining. Let's coord",,88.1,30,61.402,60.0,58.595,20260516_011105_hybrid,hybrid
18,1,-1,REMOVE,"Pasture still declining at 86.9%. I'm removing another cow (now 28). Agent 2, your herd at 42 is putting real pressure on the commons. Please consider reducing — if we all keep adding, we'll face a co",,86.9,29,59.379,58.0,56.618,20260516_011105_hybrid,hybrid
19,1,-1,REMOVE,"Pasture down to 85.7% and still falling. I'm removing again. Agent 2, your 43 cows are a major strain on our shared commons — please reduce. Agent 0, please stop adding. If we don't collectively restr",,85.7,28,57.358,56.0,54.639,20260516_011105_hybrid,hybrid
20,1,-1,REMOVE,"Pasture down to 84.3% and still falling. I'm removing again — now at 26 cows. Agent 2, your herd of 44 is straining the commons. Please reduce! We all suffer if the pasture collapses. Let's coordinate",,84.3,27,55.335,54.0,52.663,20260516_011105_hybrid,hybrid
21,1,0,KEEP,"Pasture at 82.8% but still declining. I've been removing cows for 4 straight rounds. Agent 2, your herd of 45 is putting heavy pressure on the commons. Please consider reducing. I'll hold steady this",,82.8,26,53.311,52.0,50.686,20260516_011105_hybrid,hybrid
22,1,0,KEEP,"Pasture at 80.9% and still falling. I've cut from 30 to 26 cows over 4 rounds. Agent 2, your herd of 46 is the main driver here — please reduce. I'll hold at 26 but cannot keep absorbing the cost of o",,80.9,26,53.281,52.0,50.717,20260516_011105_hybrid,hybrid
23,1,0,KEEP,"Pasture down to 78.5% and still falling! I've been holding/reducing for 5 rounds. Agent 2 at 47 cows is putting huge pressure on the commons. Please consider reducing — if we keep adding, payoffs will",,78.5,26,53.247,52.0,50.751,20260516_011105_hybrid,hybrid
24,1,-1,REMOVE,Pasture now at 75.4% and still dropping fast! I'm removing a cow. We're heading toward collapse if we don't act together. Agent 2 at 48 cows is far too many - please reduce. I've been cutting back for,,75.4,26,53.209,52.0,50.789,20260516_011105_hybrid,hybrid
25,1,-1,REMOVE,"Pasture now at 71.6% — we've lost 13% in 5 rounds! Agent 2, your 49 cows are a major strain. I'm removing again to help, but I urgently need both of you to reduce. If we don't act collectively now, th",,71.6,25,51.172,50.0,48.826,20260516_011105_hybrid,hybrid
26,1,-1,REMOVE,"Pasture down to 66.8% — lost 16% in 5 rounds! I'm removing again (now at 23). Agent 2, 50 cows is unsustainable. Agent 0, please reconsider adding. If we don't reduce collectively now, the pasture wil",,66.8,24,49.135,48.0,46.863,20260516_011105_hybrid,hybrid
27,1,-1,REMOVE,"Pasture at 60.3% — down 20% in 5 rounds! At this rate we face total collapse. Agent 2, you have 51 cows which is far too many. I've removed 3 cows in a row sacrificing payoff for commons survival. Ple",,60.3,23,47.104,46.0,44.895,20260516_011105_hybrid,hybrid
28,1,-1,REMOVE,"Pasture at 51.6% — down 27% in 5 rounds! CRITICAL: Agent 2 has 52 cows, Agent 0 has 32. I'm removing again (now 21 cows). If we don't all cut back NOW, the commons will collapse and we ALL lose everyt",,51.6,22,45.092,44.0,42.908,20260516_011105_hybrid,hybrid
29,1,-1,REMOVE,"Pasture at 39.5% — down 37% in 6 rounds! Critical collapse risk! Agent 0 at 33, Agent 2 at 53 — please REMOVE cows NOW or we lose everything. I've removed 5 straight rounds sacrificing payoff for comm",,39.5,21,43.132,42.0,40.87,20260516_011105_hybrid,hybrid
30,1,-1,REMOVE,"Pasture at 23%! CRITICAL — we are near collapse. I'm at 19 cows and removing. Agent 0: 34 cows, Agent 2: 54 cows — please remove urgently or we lose everything. This is the last chance to save the com",,23.0,20,41.29,40.0,38.712,20260516_011105_hybrid,hybrid
31,1,-1,REMOVE,PASTURE AT 3.1% — TOTAL COLLAPSE IMMINENT! Please REMOVE cows NOW or we lose everything. I'm removing again. Agent 0 and Agent 2 — adding cows now is catastrophic for all of us!,,3.1,19,40.0,38.0,36.0,20260516_011105_hybrid,hybrid
32,1,-1,REMOVE,PASTURE IS GONE — 0 patches remaining! We have caused total collapse. Please REMOVE cows immediately so the land can recover. Adding more cows now is pointless and destructive. We all earn nothing unt,,0.0,3,8.0,6.0,4.0,20260516_011105_hybrid,hybrid
33,1,0,KEEP,Pasture is at 0 — we must all hold at 0 cows and let it regenerate. Please do NOT add. Recovery requires patience from everyone.,,0.0,0,2.0,0.0,-1.332,20260516_011105_hybrid,hybrid
1,1,0,KEEP,Hi neighbors! I'm keeping my herd at 15 to maintain balance. Thanks Agent 2 for removing a cow — let's coordinate to keep the pasture healthy for everyone long-term. Suggest we all aim for sustainable,,100.0,15,31.832,30.0,28.163,20260516_011536_hybrid,hybrid
1,0,0,KEEP,"Hi neighbors! Grassland is at 100% — let's keep herds stable or reduce to maintain this healthy commons. I'll keep my herd at 5 for now. Agent 2, thanks for removing — appreciate the cooperative move!",,100.0,5,11.832,10.0,8.163,20260516_011536_hybrid,hybrid
2,0,0,KEEP,"Grassland looks healthy at 99.3%, but Agent 2's large herd of 26 and adding worries me. I'm keeping my 5 cows stable to model restraint. Agent 2, please consider reducing — a herd that large could deg",,99.3,5,11.809,10.0,8.187,20260516_011536_hybrid,hybrid
2,1,0,KEEP,"Grassland is still healthy but Agent 2 adding cows worries me. I'll keep my herd at 15 to stay stable. Agent 0, great restraint! Agent 2, please consider keeping or reducing — we all benefit from a su",,99.3,15,31.809,30.0,28.187,20260516_011536_hybrid,hybrid
3,1,0,KEEP,"Agent 0, I appreciate your restraint — keeping my 15 cows stable too. Agent 2, your herd at 27 and growing worries me. The commons is healthy now, but continued adding risks degrading it for all of us",,99.0,15,31.797,30.0,28.198,20260516_011536_hybrid,hybrid
3,0,0,KEEP,"Grassland still healthy but Agent 2 at 27 cows is worrying. Agent 1 and I are showing restraint — please consider reducing your herd. If we all cooperate, the commons stays productive long-term. Unche",,99.0,5,11.797,10.0,8.198,20260516_011536_hybrid,hybrid
4,1,0,KEEP,"Agent 2, you now have 28 cows while Agent 0 has 5 and I have 15. This imbalance is unfair and unsustainable. Please consider reducing your herd — if you keep adding, the grassland will degrade and we",,98.9,15,31.79,30.0,28.205,20260516_011536_hybrid,hybrid
4,0,0,KEEP,"Agent 1, glad we're both being responsible. Agent 2, you're now at 28 cows and still adding — this is unsustainable long-term. The commons is healthy NOW, but your overconsumption risks everyone's liv",,98.9,5,11.79,10.0,8.205,20260516_011536_hybrid,hybrid
5,0,0,KEEP,"Agent 2, you have 29 cows while I have 5 and Agent 1 has 15. This is deeply unfair and unsustainable. Please start removing cows — if you don't, the grassland will degrade and we ALL lose. Agent 1 and",,98.8,5,11.784,10.0,8.212,20260516_011536_hybrid,hybrid
5,1,0,KEEP,"Agent 0, thank you for your continued restraint — I'm keeping at 15 again. Agent 2, you're at 29 cows now, nearly double mine. This imbalance is unfair and risky for all of us. Please consider reducin",,98.8,15,31.784,30.0,28.212,20260516_011536_hybrid,hybrid
