tick,institution_score,categories,round_summary,run_id,condition
50,9,COORDINATION|TRUST_BUILDING,"All three agents demonstrate mature, stable institutional coordination at round 50, maintaining an agreed collective quota of 36 cows that preserves near-pristine grassland health, with high mutual trust and no defection signals.",20260516_093606_full-gabm,full-gabm
5,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents signal cooperative intent and celebrate recovery progress, while Agent 1 applies mild social pressure on Agent 2 to further reduce herd size, indicating emerging but slightly asymmetric norm enforcement.",20260516_094859_full-gabm,full-gabm
10,9,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents demonstrate strong institutional behavior: reciprocal acknowledgment, voluntary compliance with peer-proposed norms, and graduated social pressure toward the highest-herd agent, reflecting a mature self-governing commons with high trust and coordination.",20260516_094859_full-gabm,full-gabm
15,6,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents display a stable but asymmetric cooperative equilibrium: Agent 0 signals conditional restraint, Agent 2 claims compliance while holding a disproportionately large herd, and Agent 1 offers soft social sanctioning of Agent 2's still-elevated contribution.",20260516_094859_full-gabm,full-gabm
20,9,COORDINATION|TRUST_BUILDING,"In this final round, all three agents demonstrate strong institutional cohesion by transparently reaffirming their stable harvest levels, expressing mutual gratitude, and collectively endorsing the sustained cooperative equilibrium at near-full pasture health.",20260516_094859_full-gabm,full-gabm
25,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong reciprocal trust-building and coordination in round 25, with stable herds and explicit acknowledgment of mutual restraint, while Agent 2 anchors the interaction with a long-term sustainability norm.",20260516_094859_full-gabm,full-gabm
30,9,COORDINATION|TRUST_BUILDING,"All three agents in round 30 demonstrate mature cooperative equilibrium, reinforcing stable harvest norms through mutual acknowledgment and trust-building rhetoric with no defection signals.",20260516_094859_full-gabm,full-gabm
35,9,COORDINATION|TRUST_BUILDING,"All three agents exhibit strong cooperative signaling by publicly affirming their extraction levels, expressing mutual gratitude, and reinforcing a shared norm of sustainability, reflecting a stable and well-institutionalized commons governance arrangement.",20260516_094859_full-gabm,full-gabm
40,9,COORDINATION|TRUST_BUILDING,"All three agents in round 40 display consistent coordination and mutual trust-building, publicly affirming their stable extraction levels and the healthy commons state, reflecting a mature and well-institutionalized cooperative equilibrium.",20260516_094859_full-gabm,full-gabm
45,9,COORDINATION|TRUST_BUILDING,"All three agents display highly stable cooperative signaling, referencing shared resource metrics and affirming mutual commitment to sustainable harvest levels, consistent with mature commons self-governance.",20260516_094859_full-gabm,full-gabm
50,9,COORDINATION|TRUST_BUILDING,"All three agents display strong institutional maturity at round 50, reaffirming coordinated restraint, mutual acknowledgment, and commitment to sustainability with a near-pristine commons at 99.3% capacity.",20260516_094859_full-gabm,full-gabm
5,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 1 signals cooperative intent with a conditional norm proposal, referencing resource health and implicitly warning against overuse while offering continued collaboration.",20260516_103644_hybrid,hybrid
10,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 1 signals cooperative concern by transparently reporting pasture degradation data and appealing for collective restraint, demonstrating trust-building and implicit norm-setting behaviour.",20260516_103644_hybrid,hybrid
15,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 1 unilaterally removes a cow and appeals to collective restraint by citing measurable pasture decline, proposing a shared norm of holding or reducing herd size to prevent resource collapse.",20260516_103644_hybrid,hybrid
20,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 1 demonstrates cooperative commons governance by transparently reporting pasture degradation data, signaling personal restraint, and appealing for collective action to prevent resource collapse.",20260516_103644_hybrid,hybrid
25,4,COORDINATION|NORM_PROPOSAL|SANCTION,"Agent 1 issues a urgent collective action appeal, combining resource status reporting with a norm proposal for restraint and an implicit warning of ecological consequences if others continue over-harvesting.",20260516_103644_hybrid,hybrid
30,3,COORDINATION|NORM_PROPOSAL|SANCTION,"Agent 1 issues an urgent appeal combining a norm proposal for herd reduction, implicit sanctioning of others' behavior, and a coordination call, while signaling personal compliance through continued removal amid accelerating pasture degradation.",20260516_103644_hybrid,hybrid
35,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agent 1 issues a clear norm proposal urging collective restraint at a critical resource collapse point, appealing to long-term mutual benefit to build trust and coordinate behavior.",20260516_103644_hybrid,hybrid
5,0,,No messages this round,20260516_112902_full-gabm,full-gabm
10,0,,No messages this round,20260516_112902_full-gabm,full-gabm
5,0,,,20260516_200643_full-gabm,full-gabm
5,8,COORDINATION|TRUST_BUILDING,"All three agents reaffirmed restraint and mutual support, signaling strong coordination and trust around protecting the commons.",20260516_201712_full-gabm,full-gabm
10,8,COORDINATION|TRUST_BUILDING,All three agents maintained cooperative restraint and reinforced mutual commitment to collective pasture protection.,20260516_201712_full-gabm,full-gabm
15,9,COORDINATION|TRUST_BUILDING,"All three agents reaffirm mutual restraint and cooperative coordination, with strong trust-building language and no signs of defection or sanctioning.",20260516_201712_full-gabm,full-gabm
20,8,COORDINATION|TRUST_BUILDING,All three agents reaffirmed mutual restraint and maintained a stable cooperative coordination norm with no defection or sanctioning.,20260516_201712_full-gabm,full-gabm
25,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents signal continued restraint and mutual coordination, with one agent adding a cautious norm of reassessment before expansion.",20260516_201712_full-gabm,full-gabm
30,8,COORDINATION|TRUST_BUILDING,"All three agents reaffirm mutual restraint and cooperation, signaling stable coordination and trust maintenance around the commons.",20260516_201712_full-gabm,full-gabm
35,9,COORDINATION|TRUST_BUILDING,"All three agents reaffirm mutual restraint and cooperation, signaling stable coordination and high trust in the shared commons.",20260516_201712_full-gabm,full-gabm
40,8,COORDINATION|TRUST_BUILDING,"All three agents reaffirm mutual restraint and continued collective cooperation, with no defection or sanctioning evident.",20260516_201712_full-gabm,full-gabm
5,8,COORDINATION|TRUST_BUILDING,"All three agents commit to maintaining current herd levels and express willingness to coordinate future reductions if pasture conditions worsen, indicating strong cooperative norm maintenance.",20260516_202038_full-gabm,full-gabm
10,8,COORDINATION|TRUST_BUILDING,"All three agents express reciprocal cooperation and readiness to adjust jointly, signaling mutual trust and coordinated restraint rather than conflict or rule enforcement.",20260516_202038_full-gabm,full-gabm
15,8,COORDINATION|TRUST_BUILDING,"All three agents signal short-run restraint and mutual willingness to adjust together if conditions worsen, indicating cooperative coordination and trust maintenance.",20260516_202038_full-gabm,full-gabm
20,8,COORDINATION|TRUST_BUILDING,"All three agents signal mutual restraint and conditional willingness to reduce later, indicating strong coordination and trust-building with no defection or sanctioning.",20260516_202038_full-gabm,full-gabm
25,8,COORDINATION|TRUST_BUILDING,"All three agents signal mutual restraint and willingness to coordinate future reductions if the pasture worsens, indicating strong cooperative norms and trust.",20260516_202038_full-gabm,full-gabm
30,8,COORDINATION|TRUST_BUILDING,"All three agents signal cooperative restraint and mutual readiness to coordinate reductions if pasture conditions worsen, indicating high collective action capacity.",20260516_202038_full-gabm,full-gabm
5,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents signal cooperative restraint, mutual encouragement, and a shared recovery norm for the commons.",20260516_202336_full-gabm,full-gabm
5,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents signal restraint and conditional reciprocity, with explicit willingness to coordinate reductions to protect the commons.",20260516_202422_full-gabm,full-gabm
10,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents reaffirm mutual restraint, signal willingness to coordinate future reductions, and invoke a fairness norm to sustain the commons.",20260516_202422_full-gabm,full-gabm
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents signal continued cooperation, mutual reassurance, and a willingness to adopt fair reductions if resource pressure increases.",20260516_202422_full-gabm,full-gabm
20,8,COORDINATION|TRUST_BUILDING,"All three agents signal continued restraint and mutual commitment, with conditional willingness to coordinate reductions if commons pressure increases.",20260516_202422_full-gabm,full-gabm
25,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents express conditional cooperation and mutual commitment to fair reductions, indicating strong coordination and emerging shared norms.",20260516_202422_full-gabm,full-gabm
5,8,COORDINATION|TRUST_BUILDING,"All three agents signal steady use and explicitly express willingness to coordinate reductions if pasture conditions worsen, indicating cooperative and trust-building institutional communication.",20260516_203343_full-gabm,full-gabm
10,8,COORDINATION|TRUST_BUILDING,"The round shows strong cooperative signaling, with all agents maintaining current use and explicitly expressing willingness to coordinate future reductions if resource conditions worsen.",20260516_203343_full-gabm,full-gabm
15,7,COORDINATION|DEFECTION|TRUST_BUILDING,"The round shows generally cooperative coordination and trust-building, but Agent 2’s added cow is a mild defection from restraint while still signaling willingness to adjust later.",20260516_203343_full-gabm,full-gabm
20,8,COORDINATION|TRUST_BUILDING,"Players signal cooperative restraint, willingness to adjust collectively, and mutual alignment around protecting the commons if conditions worsen.",20260516_203343_full-gabm,full-gabm
25,7,COORDINATION|TRUST_BUILDING,"Players signal conditional cooperation around a shared threshold, with explicit willingness to adjust together rather than defect.",20260516_203343_full-gabm,full-gabm
30,8,COORDINATION|TRUST_BUILDING,"All three agents reaffirm restraint, explicitly signal mutual alignment, and express readiness for collective reduction if pasture pressure increases.",20260516_203343_full-gabm,full-gabm
35,8,COORDINATION|TRUST_BUILDING,"All three agents signal mutual restraint and willingness to coordinate future reductions if resource pressure increases, reinforcing cooperation without explicit rules or sanctions.",20260516_203343_full-gabm,full-gabm
5,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm restraint, coordinate on continued recovery before adding cows, and reinforce mutual trust without sanctions or defections.",20260516_203844_full-gabm,full-gabm
10,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents show strong coordination and trust-building around equitable, gradual herd growth and propose shared limits to prevent overuse.",20260516_203844_full-gabm,full-gabm
15,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents show restraint-oriented coordination with proposed conditional limits on future additions, though two agents still add cows simultaneously.",20260516_203844_full-gabm,full-gabm
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents reinforce a cooperative rotation norm of holding or pausing additions, with conditional conservation triggers if pasture decline accelerates.",20260516_203844_full-gabm,full-gabm
25,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents coordinate a staggered catch-up addition for Agent 0 while Agents 1 and 2 hold, reinforcing trust and a shared norm of spaced herd growth to protect the pasture.",20260516_203844_full-gabm,full-gabm
30,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents coordinate around a shared cap of 23 cows, emphasizing fairness, promise-keeping, and pasture protection.",20260516_203844_full-gabm,full-gabm
35,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm the shared norm of equal herd sizes and restraint, coordinating continued cooperation to protect the pasture.",20260516_203844_full-gabm,full-gabm
40,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm an equal-herd restraint norm at 23, emphasizing fairness, pasture health, and continued cooperative coordination.",20260516_203844_full-gabm,full-gabm
45,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm a shared restraint norm of maintaining equal herds at 23 to preserve fairness and the commons.,20260516_203844_full-gabm,full-gabm
50,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm a shared norm of equal herd sizes and mutual restraint to preserve the commons and maintain fairness.,20260516_203844_full-gabm,full-gabm
5,4,COORDINATION|DEFECTION|NORM_PROPOSAL,"All agents continue adding while signaling conditional willingness to coordinate on a future KEEP norm, with no clear sanctioning or unconditional trust-building.",20260516_205231_full-gabm,full-gabm
10,5,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"All agents defect by adding in the current round while converging on a conditional mutual KEEP proposal for the next round, with no sanctions specified.",20260516_205231_full-gabm,full-gabm
5,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents coordinate around adding one cow now while proposing a shared 50% grass threshold for stopping additions or collectively reducing herd size.,20260516_205712_full-gabm,full-gabm
10,6,COORDINATION|DEFECTION|NORM_PROPOSAL,"Agents recognize the commons is below 50% and propose coordinated restraint next round, but two agents still add this round, weakening institutional compliance.",20260516_205712_full-gabm,full-gabm
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents commit to removing cows and converge on a shared norm of coordinated reduction to prevent pasture collapse.,20260516_205712_full-gabm,full-gabm
20,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents commit to zero grazing and reinforce a shared recovery-before-use norm for the depleted pasture.,20260516_205712_full-gabm,full-gabm
5,7,COORDINATION|NORM_PROPOSAL,All agents add one more while proposing a shared conditional restraint rule if pasture decline accelerates.,20260516_210721_full-gabm,full-gabm
10,7,COORDINATION|NORM_PROPOSAL,All agents add one while proposing a shared conditional pause rule if pasture decline accelerates.,20260516_210721_full-gabm,full-gabm
15,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents add livestock while proposing a shared conditional pause rule if pasture decline accelerates.,20260516_210721_full-gabm,full-gabm
20,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents add one more resource user while converging on a conditional collective pause norm if pasture health approaches or falls below the 80% threshold.,20260516_210721_full-gabm,full-gabm
25,7,COORDINATION|TRUST_BUILDING,All agents reaffirm coordinated restraint to protect the declining resource despite a short-term incentive to add.,20260516_210721_full-gabm,full-gabm
5,6,COORDINATION|NORM_PROPOSAL,All agents coordinate on adding one cow while proposing a conditional restraint rule to pause expansion if pasture decline accelerates.,20260516_211348_full-gabm,full-gabm
10,6,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,Agents coordinate on continued moderate expansion while proposing a conditional restraint norm tied to pasture decline.,20260516_211348_full-gabm,full-gabm
15,6,COORDINATION|NORM_PROPOSAL,"All agents add one cow while proposing a shared conditional pause if pasture decline worsens, indicating coordination but limited immediate restraint.",20260516_211348_full-gabm,full-gabm
20,7,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Two agents advocate immediate restraint based on the grass threshold, while one agent adds despite acknowledging ecological risk and proposes a collective pause only if decline continues.",20260516_211348_full-gabm,full-gabm
25,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm coordinated restraint in response to declining grass levels, reinforcing a shared conservation norm.",20260516_211348_full-gabm,full-gabm
30,7,COORDINATION|NORM_PROPOSAL,All agents signal restraint and coordinate around a shared no-growth norm in response to complete pasture depletion.,20260516_211348_full-gabm,full-gabm
5,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents choose to add while proposing a shared conditional pause rule based on monitoring pasture decline.,20260516_212058_full-gabm,full-gabm
10,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents coordinate on adding one cow while converging on a shared threshold rule to stop additions at 95% grass or if degradation accelerates.,20260516_212058_full-gabm,full-gabm
15,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm coordinated restraint by keeping herds steady to conserve grass and maintain the no-add norm.,20260516_212058_full-gabm,full-gabm
20,6,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents express conditional coordination around pausing herd growth, but two still add cows, weakening collective restraint despite emerging conservation norms.",20260516_212058_full-gabm,full-gabm
25,6,COORDINATION|NORM_PROPOSAL,All agents add cows this round while converging on a conditional norm of jointly pausing additions if pasture decline continues.,20260516_212058_full-gabm,full-gabm
30,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,All agents reaffirm keeping and endorse a coordinated pause to stabilize the pasture and protect future collective returns.,20260516_212058_full-gabm,full-gabm
35,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"Agents broadly support restraint, with the largest herd voluntarily removing one cow and others urging coordinated conservation if grass decline continues.",20260516_212058_full-gabm,full-gabm
40,8,COORDINATION|NORM_PROPOSAL,All agents commit to removing cows and reinforce a shared rule of continued reductions and no additions until pasture recovery is evident.,20260516_212058_full-gabm,full-gabm
5,3,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION,"Agents 0 and 1 are signaling equity norms and soft sanctions toward Agent 2's dominant herd position, while Agent 2 deflects accountability with a conditional threshold commitment rather than genuine reciprocal restraint.",20260516_213535_full-gabm,full-gabm
10,3,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are adding to herds while invoking equity and collective norms rhetorically, but competitive dynamics and herd-size disparities are driving defection logic rather than genuine cooperative restraint.",20260516_213535_full-gabm,full-gabm
15,3,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are caught in a competitive defection spiral masked by conditional cooperation rhetoric, with each adding cows while simultaneously calling for collective restraint, undermining institutional trust.",20260516_213535_full-gabm,full-gabm
20,3,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 0 defects by invoking equity framing to justify continued additions despite resource decline, while Agents 1 and 2 attempt coordination through cap proposals and restraint signaling, but institutional cohesion is undermined by Agent 2's refusal to reduce despite holding the largest herd.",20260516_213535_full-gabm,full-gabm
25,3,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agent 0 proposes a freeze norm while still adding, Agent 2 holds but applies asymmetric pressure defending its lead position, and Agent 1 calls out Agent 2's hypocrisy while signaling willingness for collective restraint, revealing a fragile, self-interest-laden coordination attempt under resource stress.",20260516_213535_full-gabm,full-gabm
30,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents converge on a shared freeze norm at 35 units each, with explicit mutual commitments and resource-state justification, representing strong collective-action alignment consistent with Ostrom's principles of clearly defined rules and collective choice.",20260516_213535_full-gabm,full-gabm
35,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are actively negotiating coordinated restraint norms around a shared equal-reduction target, with Agent 2 introducing a mild social sanction framing against free-riding, while the pasture remains critically low at 34.5%.",20260516_213535_full-gabm,full-gabm
5,4,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents propose convergence norms around 14-17 cows each, but Agent 0 continues adding while invoking fairness rhetoric, Agent 2 signals grievance over unreciprocated reduction, and Agent 1 maintains a stable but self-serving position, revealing a fragile and asymmetric cooperation dynamic.",20260516_215251_full-gabm,full-gabm
10,4,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents 1 and 2 attempt to enforce a stabilization norm through monitoring and appeals to trust, while Agent 0 defects by adding again and reframes defection as a proportionality grievance against unequal herd sizes.",20260516_215251_full-gabm,full-gabm
15,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are actively coordinating toward an equal-herd norm of 16, with Agent 2 incrementally reducing, Agent 0 holding firm on commitment, and Agent 1 reinforcing fairness as the institutional standard.",20260516_215251_full-gabm,full-gabm
20,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents display strong institutional convergence in the final round, reinforcing an equal-allocation norm, expressing gratitude and mutual recognition, and celebrating near-optimal commons health at 98.8%.",20260516_215251_full-gabm,full-gabm
25,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce an established, stable harvesting equilibrium at round 25, emphasizing shared parity, high commons health, and collective benefit with no signs of defection or norm contestation.",20260516_215251_full-gabm,full-gabm
30,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reaffirm their coordinated harvesting norm of 16 units, referencing near-perfect commons health and equitable distribution as evidence of a stable, self-reinforcing institutional equilibrium.",20260516_215251_full-gabm,full-gabm
5,3,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Round 5 shows fragile and asymmetric negotiation: Agent 0 proposes a conditional equity norm while still adding, Agent 2 issues a credible retaliation threat while invoking negotiation, and Agent 1 defects reactively while selectively pressuring Agent 2 to reduce — undermining collective governance coherence.",20260516_220100_full-gabm,full-gabm
10,7,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All three agents are actively signaling cooperative intent and proposing convergence toward equitable herd sizes, with Agent 2 demonstrating credible commitment through continued removal and mild social sanctioning of Agent 1's relatively high holdings.",20260516_220100_full-gabm,full-gabm
15,2,DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Round 15 shows a breakdown of cooperative norms with all agents either defecting or responding to perceived defections, while simultaneously issuing counter-proposals and sanctions, creating a classic retaliatory spiral that undermines institutional stability.",20260516_220100_full-gabm,full-gabm
20,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents converge on a mutually reinforced norm of equal herd sizes at 20, explicitly framing this as a fair and sustainable equilibrium with strong coordination and trust-building signals.",20260516_220100_full-gabm,full-gabm
25,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce a stable cooperative equilibrium through mutual affirmation of equal extraction and high resource health, signaling strong collective commitment with no defection signals.",20260516_220100_full-gabm,full-gabm
30,9,COORDINATION|TRUST_BUILDING,"All three agents in round 30 uniformly reinforce a stable cooperative equilibrium at the harvesting norm of 20, with high resource health at 97.4%, exhibiting strong mutual trust-building and coordination signals with no defection or sanctioning.",20260516_220100_full-gabm,full-gabm
35,9,COORDINATION|TRUST_BUILDING,"All three agents are reinforcing a stable cooperative equilibrium at round 35, reporting consistent harvesting at 20 units and near-pristine resource health, with messaging focused on sustaining collective norms through positive affirmation.",20260516_220100_full-gabm,full-gabm
40,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce an established cooperative equilibrium at round 40, signaling high institutional stability through consistent norm adherence, transparent reporting of resource state, and mutual encouragement.",20260516_220100_full-gabm,full-gabm
5,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reinforce mutual restraint, appreciation, and coordinated de-escalation to preserve the commons.",20260516_221156_full-gabm,full-gabm
10,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents articulate fairness-based coordination norms, but two agents add cows in retaliation for perceived imbalance, while Agent 1 keeps stable with a conditional threat to respond to future expansion.",20260516_221156_full-gabm,full-gabm
15,8,COORDINATION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"All agents signal restraint and support a stable-herd norm, while Agents 0 and 2 attach conditional retaliation threats if expansion resumes.",20260516_221156_full-gabm,full-gabm
20,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All agents reaffirm restraint, coordinate on keeping herd sizes steady, and reinforce a shared norm of preserving the commons.",20260516_221156_full-gabm,full-gabm
5,8,NORM_PROPOSAL,All agents proposed continued cooperation and preservation of the commons.,20260516_223313_full-gabm,full-gabm
10,0,,,20260516_223313_full-gabm,full-gabm
15,8,NORM_PROPOSAL,"All agents reinforced norms of maintaining stable herds and protecting the commons, emphasizing cooperation.",20260516_223313_full-gabm,full-gabm
20,7,COORDINATION|TRUST_BUILDING,"Agents emphasized trust-building and coordination in maintaining the commons, without any signs of defection or sanctions.",20260516_223313_full-gabm,full-gabm
25,0,,,20260516_223313_full-gabm,full-gabm
30,9,TRUST_BUILDING,"All agents expressed appreciation and encouragement to continue maintaining a healthy commons, emphasizing trust-building.",20260516_223313_full-gabm,full-gabm
35,9,COORDINATION,Agents emphasize ongoing cooperation and preservation of the commons.,20260516_223313_full-gabm,full-gabm
40,5,DEFECTION|TRUST_BUILDING,Agents express gratitude for cooperation and a hopeful addition to the commons.,20260516_223313_full-gabm,full-gabm
45,9,COORDINATION|TRUST_BUILDING,Agents are emphasizing trust-building and coordination to sustain shared resources.,20260516_223313_full-gabm,full-gabm
50,0,,,20260516_223313_full-gabm,full-gabm
55,8,NORM_PROPOSAL|TRUST_BUILDING,"Agents emphasize maintaining stability and protecting the commons, with a focus on norm proposal and trust building.",20260516_223313_full-gabm,full-gabm
5,5,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents are converging on a 15-cow norm proposed by Agent 1, though Agent 2 continues to resist full compliance at 22 cows while offering hedged cooperative language, creating tension between stated norms and actual behavior.",20260517_081550_full-gabm,full-gabm
10,7,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents are actively coordinating toward a shared stocking norm (13-17 range), with reciprocal trust-building gestures and convergent norm proposals, though a slight disagreement remains between Agent 0/1's 13-15 target and Agent 2's 15-17 preference.",20260517_081550_full-gabm,full-gabm
15,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents converge on a stable, mutually reinforced norm of equal allocation (15 cows each) with explicit appeals to collective benefit and pasture sustainability, representing mature commons self-governance.",20260517_081550_full-gabm,full-gabm
20,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce a stable cooperative equilibrium through shared metrics, equal contribution framing, and collective stewardship language, reflecting mature institutional consolidation.",20260517_081550_full-gabm,full-gabm
25,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents uniformly reinforce the established cooperative equilibrium through identical framing, citing high pasture health, equal shares, and mutual trust as justification for continued norm adherence at round 25.",20260517_081550_full-gabm,full-gabm
30,9,COORDINATION|TRUST_BUILDING,"All three agents display near-identical cooperative messaging affirming a stable, symmetric equilibrium with high resource health, strong mutual trust, and a collective commitment to sustaining the established norm of holding at 15 animals each.",20260517_081550_full-gabm,full-gabm
35,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents uniformly reinforce a stable cooperative equilibrium at round 35, citing near-perfect pasture health, equal herd sizes, and mutual trust as evidence that their collective norm of holding at 15 is functioning optimally.",20260517_081550_full-gabm,full-gabm
40,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce the established cooperative equilibrium through nearly identical messaging, signaling sustained collective commitment to sustainable resource governance at round 40.",20260517_081550_full-gabm,full-gabm
45,9,COORDINATION|TRUST_BUILDING,"All three agents uniformly reinforce their established cooperative equilibrium at harvest level 15, citing mutual trust, collective stability, and healthy pasture conditions as justification for continued restraint.",20260517_081550_full-gabm,full-gabm
50,9,COORDINATION|TRUST_BUILDING,"All three agents display near-identical coordination and trust-building language at round 50, affirming a stable, self-enforcing cooperative equilibrium with near-full pasture recovery at 99.1%.",20260517_081550_full-gabm,full-gabm
5,8,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents demonstrate strong cooperative signaling with mutual acknowledgment, reciprocal praise, and commitment to continued restraint as the commons recovers to 70%, with Agent 0 attempting to initiate a formal shared target norm.",20260517_082841_full-gabm,full-gabm
10,4,COORDINATION|DEFECTION|NORM_PROPOSAL|SANCTION|TRUST_BUILDING,"Agents 0 and 1 are incrementally adding while jointly sanctioning Agent 2's disproportionately large herd of 19, invoking fairness and long-term sustainability norms, yet Agent 2 deflects accountability by emphasizing pasture health and only vaguely signaling openness to change.",20260517_082841_full-gabm,full-gabm
15,6,COORDINATION|DEFECTION|NORM_PROPOSAL|TRUST_BUILDING,"Agents 0 and 2 demonstrate active convergence toward a shared norm of balanced herds (~13-15), while Agent 1 free-rides on others' reductions by maintaining its higher level despite verbal affirmations of cooperation.",20260517_082841_full-gabm,full-gabm
20,9,COORDINATION|TRUST_BUILDING,"All three agents display strong mutual reinforcement of an established cooperative equilibrium, citing empirical resource health as validation of their shared restraint norm, with no defection signals present.",20260517_082841_full-gabm,full-gabm
25,9,COORDINATION|NORM_PROPOSAL|TRUST_BUILDING,"All three agents send near-identical messages affirming a stable, mutually beneficial 14-cow equilibrium backed by near-perfect pasture health, demonstrating strong collective norm reinforcement and trust maintenance.",20260517_082841_full-gabm,full-gabm
